location,day,meal,zone,dish,ingredients
Tercero Dining Commons,Friday,Dinner,Purple,Mediterranean Bar,
Tercero Dining Commons,Friday,Dinner,Purple,Plant Forward Mediterranean Bar,
Tercero Dining Commons,Friday,Dinner,Pink,Sticky Toffee Pudding Cake,
Tercero Dining Commons,Friday,Dinner,Pink,Dutch Apple Coffee Cake,
Tercero Dining Commons,Friday,Dinner,Pink,Triple Chocolate Cookie,
Tercero Dining Commons,Friday,Dinner,Pink,Snickerdoodle Cookie,
Tercero Dining Commons,Friday,Dinner,Pink,Lemon Drop Cookie,
Tercero Dining Commons,Friday,Dinner,Pink,Oatmeal Raisin Cookie,
Tercero Dining Commons,Saturday,Dinner,Pink,Breakfast,
Tercero Dining Commons,Saturday,Dinner,Pink,Lunch,
Tercero Dining Commons,Saturday,Dinner,Pink,Dinner,
Tercero Dining Commons,Saturday,Dinner,Pink,Breakfast,
Tercero Dining Commons,Saturday,Dinner,Pink,Lunch,
Tercero Dining Commons,Saturday,Dinner,Pink,Dinner,
