location,day,meal,zone,dish,ingredients
Segundo Dining Commons,Saturday,Lunch,Purple,Bone in BBQ Chicken Thigh,
Segundo Dining Commons,Saturday,Lunch,Purple,Roasted Herb Red Potatoes,
Segundo Dining Commons,Saturday,Lunch,Purple,Roasted Cauliflower,
Segundo Dining Commons,Saturday,Lunch,Purple,Southwest Black Beans,
Segundo Dining Commons,Saturday,Lunch,Purple,Roasted Butternut Squash,
Segundo Dining Commons,Saturday,Lunch,Purple,Garlic Sweet Potato Mash,
Segundo Dining Commons,Saturday,Lunch,Pink,M&M Brownie,
Segundo Dining Commons,Saturday,Lunch,Pink,Carmelita Bar,
Segundo Dining Commons,Saturday,Lunch,Pink,Snickerdoodle Cookie,
Segundo Dining Commons,Saturday,Lunch,Pink,Double Chocolate Chip Mint Condition Cookie,
Segundo Dining Commons,Saturday,Lunch,Pink,Oatmeal Raisin Cookie,
Segundo Dining Commons,Saturday,Lunch,Pink,Chocolate Chip Cookie,
Segundo Dining Commons,Saturday,Dinner,Red,Grass-Fed Cheeseburger,
Segundo Dining Commons,Saturday,Dinner,Red,Curly Fries,
Segundo Dining Commons,Saturday,Dinner,Yellow,Pork Adobo with Sticky Rice,
Segundo Dining Commons,Saturday,Dinner,Yellow,Broccoli,
Segundo Dining Commons,Saturday,Dinner,Yellow,Pepperoni Pizza,
Segundo Dining Commons,Saturday,Dinner,Yellow,Cheese Pizza,
Segundo Dining Commons,Saturday,Dinner,Green,Salad Bar,
Segundo Dining Commons,Saturday,Dinner,Green,Deli Bar,
Segundo Dining Commons,Saturday,Dinner,Green,Tuna Salad,
Segundo Dining Commons,Saturday,Dinner,Green,Traditional Hummus,
Segundo Dining Commons,Saturday,Dinner,Green,Organic Smoky Split Pea Soup,
Segundo Dining Commons,Saturday,Dinner,Green,Masala Cauliflower Soup,
Segundo Dining Commons,Saturday,Dinner,Purple,Old Fashioned Pot Roast,
Segundo Dining Commons,Saturday,Dinner,Purple,Roasted Herb Red Potatoes,
Segundo Dining Commons,Saturday,Dinner,Purple,Roasted Cauliflower,
Segundo Dining Commons,Saturday,Dinner,Purple,Southwest Black Beans,
Segundo Dining Commons,Saturday,Dinner,Purple,Roasted Butternut Squash,
Segundo Dining Commons,Saturday,Dinner,Purple,Garlic Sweet Potato Mash,
Segundo Dining Commons,Saturday,Dinner,Pink,Tuxedo Truffle Mousse Cake,
Segundo Dining Commons,Saturday,Dinner,Pink,Lemon Shortcake,
Segundo Dining Commons,Saturday,Dinner,Pink,Snickerdoodle Cookie,
Segundo Dining Commons,Saturday,Dinner,Pink,Double Chocolate Chip Mint Condition Cookie,
Segundo Dining Commons,Saturday,Dinner,Pink,Oatmeal Raisin Cookie,
Segundo Dining Commons,Saturday,Dinner,Pink,Chocolate Chip Cookie,
Segundo Dining Commons,Saturday,Dinner,Pink,Breakfast,
Segundo Dining Commons,Saturday,Dinner,Pink,Lunch,
Segundo Dining Commons,Saturday,Dinner,Pink,Dinner,
Segundo Dining Commons,Saturday,Dinner,Pink,Breakfast,
Segundo Dining Commons,Saturday,Dinner,Pink,Lunch,
Segundo Dining Commons,Saturday,Dinner,Pink,Dinner,
